close,high,low,open,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
729.77,744.4899,717.1895,719.46,TSLA,48638189,HISTORICAL_PRICES,TSLA,,2021-01-04,1609812025000,0,0,719.46,729.77,744.4899,717.1895,48638189,719.46,729.77,744.4899,717.1895,48638189,"Jan 4, 21",0,0
735.11,740.84,719.2,723.66,TSLA,32245165,HISTORICAL_PRICES,TSLA,,2021-01-05,1609897701000,0.007317373967140376,0.007317373967140376,723.66,735.11,740.84,719.2,32245165,723.66,735.11,740.84,719.2,32245165,"Jan 5, 21",5.340000000000032,0.0073
755.98,774,749.1,758.49,TSLA,44699965,HISTORICAL_PRICES,TSLA,,2021-01-06,1609984826000,0.03591542540800531,0.03591542540800531,758.49,755.98,774,749.1,44699965,758.49,755.98,774,749.1,44699965,"Jan 6, 21",20.870000000000005,0.0284
816.04,816.99,775.2,777.63,TSLA,51498948,HISTORICAL_PRICES,TSLA,,2021-01-07,1610072186000,0.11821532811707797,0.11821532811707797,777.63,816.04,816.99,775.2,51498948,777.63,816.04,816.99,775.2,51498948,"Jan 7, 21",60.059999999999945,0.0794
880.02,884.49,838.39,856,TSLA,75055528,HISTORICAL_PRICES,TSLA,,2021-01-08,1610158587000,0.2058867862477219,0.2058867862477219,856,880.02,884.49,838.39,75055528,856,880.02,884.49,838.39,75055528,"Jan 8, 21",63.98000000000002,0.0784
811.19,854.43,803.6222,849.4,TSLA,59554146,HISTORICAL_PRICES,TSLA,,2021-01-11,1610416109000,0.11156939857763415,0.11156939857763415,849.4,811.19,854.43,803.6222,59554146,849.4,811.19,854.43,803.6222,59554146,"Jan 11, 21",-68.82999999999993,-0.0782
849.44,868,827.34,831,TSLA,46270720,HISTORICAL_PRICES,TSLA,,2021-01-12,1610517807000,0.16398317278046518,0.16398317278046518,831,849.44,868,827.34,46270720,831,849.44,868,827.34,46270720,"Jan 12, 21",38.25,0.0472
854.41,860.47,832,852.76,TSLA,33312496,HISTORICAL_PRICES,TSLA,,2021-01-13,1610589624000,0.1707935376899571,0.1707935376899571,852.76,854.41,860.47,832,33312496,852.76,854.41,860.47,832,33312496,"Jan 13, 21",4.969999999999914,0.0059
845,863,838.75,843.39,TSLA,31266327,HISTORICAL_PRICES,TSLA,,2021-01-14,1610676028000,0.1578990640886855,0.1578990640886855,843.39,845,863,838.75,31266327,843.39,845,863,838.75,31266327,"Jan 14, 21",-9.409999999999968,-0.011
826.16,859.9,819.1,852,TSLA,38777596,HISTORICAL_PRICES,TSLA,,2021-01-15,1610763383000,0.13208271099113417,0.13208271099113417,852,826.16,859.9,819.1,38777596,852,826.16,859.9,819.1,38777596,"Jan 15, 21",-18.840000000000032,-0.0223
844.55,850,833,837.8,TSLA,25366980,HISTORICAL_PRICES,TSLA,,2021-01-19,1611108985000,0.15728243145100507,0.15728243145100507,837.8,844.55,850,833,25366980,837.8,844.55,850,833,25366980,"Jan 19, 21",18.389999999999986,0.0223
850.45,859.5,837.28,858.74,TSLA,25665883,HISTORICAL_PRICES,TSLA,,2021-01-20,1611195387000,0.16536717047837,0.16536717047837,858.74,850.45,859.5,837.28,25665883,858.74,850.45,859.5,837.28,25665883,"Jan 20, 21",5.900000000000091,0.007
844.99,855.7199,841.4201,855,TSLA,20598133,HISTORICAL_PRICES,TSLA,,2021-01-21,1611281791000,0.1578853611411815,0.1578853611411815,855,844.99,855.7199,841.4201,20598133,855,844.99,855.7199,841.4201,20598133,"Jan 21, 21",-5.460000000000036,-0.0064
846.64,848,828.62,834.31,TSLA,20066497,HISTORICAL_PRICES,TSLA,,2021-01-22,1611368186000,0.1601463474793428,0.1601463474793428,834.31,846.64,848,828.62,20066497,834.31,846.64,848,828.62,20066497,"Jan 22, 21",1.6499999999999773,0.002
880.8,900.4,838.8201,855,TSLA,41173397,HISTORICAL_PRICES,TSLA,,2021-01-25,1611625704000,0.20695561615303448,0.20695561615303448,855,880.8,900.4,838.8201,41173397,855,880.8,900.4,838.8201,41173397,"Jan 25, 21",34.15999999999997,0.0403
883.09,895.9,871.6,891.38,TSLA,23131603,HISTORICAL_PRICES,TSLA,,2021-01-26,1611712088000,0.21009359113145246,0.21009359113145246,891.38,883.09,895.9,871.6,23131603,891.38,883.09,895.9,871.6,23131603,"Jan 26, 21",2.2900000000000773,0.0026
864.16,891.5,858.66,870.35,TSLA,27333955,HISTORICAL_PRICES,TSLA,,2021-01-27,1611798513000,0.184153911506365,0.184153911506365,870.35,864.16,891.5,858.66,27333955,870.35,864.16,891.5,858.66,27333955,"Jan 27, 21",-18.930000000000064,-0.0214
835.43,848,801,820,TSLA,26378048,HISTORICAL_PRICES,TSLA,,2021-01-28,1611890188000,0.14478534332734969,0.14478534332734969,820,835.43,848,801,26378048,820,835.43,848,801,26378048,"Jan 28, 21",-28.730000000000018,-0.0332
793.53,842.41,780.1,830.0003,TSLA,34990754,HISTORICAL_PRICES,TSLA,,2021-01-29,1611972984000,0.08736999328555571,0.08736999328555571,830.0003,793.53,842.41,780.1,34990754,830.0003,793.53,842.41,780.1,34990754,"Jan 29, 21",-41.89999999999998,-0.0502
839.81,842,795.5601,814.29,TSLA,25391385,HISTORICAL_PRICES,TSLA,,2021-02-01,1612238422000,0.1507872343341052,0.1507872343341052,814.29,839.81,842,795.5601,25391385,814.29,839.81,842,795.5601,25391385,"Feb 1, 21",46.27999999999997,0.0583
872.79,880.5,842.2006,844.68,TSLA,24346213,HISTORICAL_PRICES,TSLA,,2021-02-02,1612320508000,0.195979555202324,0.195979555202324,844.68,872.79,880.5,842.2006,24346213,844.68,872.79,880.5,842.2006,24346213,"Feb 2, 21",32.98000000000002,0.0393
854.69,878.08,853.0646,877.02,TSLA,18343510,HISTORICAL_PRICES,TSLA,,2021-02-03,1612403308000,0.17117722022006945,0.17117722022006945,877.02,854.69,878.08,853.0646,18343510,877.02,854.69,878.08,853.0646,18343510,"Feb 3, 21",-18.09999999999991,-0.0207
849.99,856.5,833.42,855,TSLA,15812661,HISTORICAL_PRICES,TSLA,,2021-02-04,1612490435000,0.16473683489318555,0.16473683489318555,855,849.99,856.5,833.42,15812661,855,849.99,856.5,833.42,15812661,"Feb 4, 21",-4.7000000000000455,-0.0055
852.23,864.77,838.97,845,TSLA,18566637,HISTORICAL_PRICES,TSLA,,2021-02-05,1612577785000,0.1678062951340834,0.1678062951340834,845,852.23,864.77,838.97,18566637,845,852.23,864.77,838.97,18566637,"Feb 5, 21",2.240000000000009,0.0026
863.42,877.77,854.75,869.67,TSLA,20161719,HISTORICAL_PRICES,TSLA,,2021-02-08,1612835307000,0.1831398933910684,0.1831398933910684,869.67,863.42,877.77,854.75,20161719,869.67,863.42,877.77,854.75,20161719,"Feb 8, 21",11.18999999999994,0.0131
849.46,859.8,841.75,855.12,TSLA,15157651,HISTORICAL_PRICES,TSLA,,2021-02-09,1612926157000,0.16401057867547317,0.16401057867547317,855.12,849.46,859.8,841.75,15157651,855.12,849.46,859.8,841.75,15157651,"Feb 9, 21",-13.959999999999923,-0.0162
804.82,844.82,800.02,843.635,TSLA,36216090,HISTORICAL_PRICES,TSLA,,2021-02-10,1613015303000,0.10284062101758097,0.10284062101758097,843.635,804.82,844.82,800.02,36216090,843.635,804.82,844.82,800.02,36216090,"Feb 10, 21",-44.639999999999986,-0.0526
811.66,829.8799,801.725,812.44,TSLA,21622753,HISTORICAL_PRICES,TSLA,,2021-02-11,1613094506000,0.11221343711032242,0.11221343711032242,812.44,811.66,829.8799,801.725,21622753,812.44,811.66,829.8799,801.725,21622753,"Feb 11, 21",6.839999999999918,0.0085
816.12,817.33,785.3306,801.26,TSLA,23768313,HISTORICAL_PRICES,TSLA,,2021-02-12,1613182592000,0.11832495169711008,0.11832495169711008,801.26,816.12,817.33,785.3306,23768313,801.26,816.12,817.33,785.3306,23768313,"Feb 12, 21",4.460000000000036,0.0055
796.22,821,792.44,818,TSLA,19802324,HISTORICAL_PRICES,TSLA,,2021-02-16,1613527225000,0.09105608616413396,0.09105608616413396,818,796.22,821,792.44,19802324,818,796.22,821,792.44,19802324,"Feb 16, 21",-19.899999999999977,-0.0244
798.15,799.84,762.01,779.09,TSLA,26078898,HISTORICAL_PRICES,TSLA,,2021-02-17,1613616510000,0.09370075503240746,0.09370075503240746,779.09,798.15,799.84,762.01,26078898,779.09,798.15,799.84,762.01,26078898,"Feb 17, 21",1.92999999999995,0.0024
787.38,794.69,776.27,780.9,TSLA,17957058,HISTORICAL_PRICES,TSLA,,2021-02-18,1613700166000,0.07894268057059076,0.07894268057059076,780.9,787.38,794.69,776.27,17957058,780.9,787.38,794.69,776.27,17957058,"Feb 18, 21",-10.769999999999982,-0.0135
781.3,796.7899,777.37,795,TSLA,18958255,HISTORICAL_PRICES,TSLA,,2021-02-19,1613787384000,0.07061128848815376,0.07061128848815376,795,781.3,796.7899,777.37,18958255,795,781.3,796.7899,777.37,18958255,"Feb 19, 21",-6.080000000000041,-0.0077
714.5,768.5,710.2,762.64,TSLA,37269716,HISTORICAL_PRICES,TSLA,,2021-02-22,1614056427000,-0.020924400838620363,-0.020924400838620363,762.64,714.5,768.5,710.2,37269716,762.64,714.5,768.5,710.2,37269716,"Feb 22, 21",-66.79999999999995,-0.0855
698.84,713.6099,619,662.13,TSLA,66606882,HISTORICAL_PRICES,TSLA,,2021-02-23,1614132027000,-0.042383216629897025,-0.042383216629897025,662.13,698.84,713.6099,619,66606882,662.13,698.84,713.6099,619,66606882,"Feb 23, 21",-15.659999999999968,-0.0219
742.02,745,694.17,711.85,TSLA,36766950,HISTORICAL_PRICES,TSLA,,2021-02-24,1614218433000,0.01678611069240994,0.01678611069240994,711.85,742.02,745,694.17,36766950,711.85,742.02,745,694.17,36766950,"Feb 24, 21",43.17999999999995,0.0618
682.22,737.2066,670.58,726.15,TSLA,39023855,HISTORICAL_PRICES,TSLA,,2021-02-25,1614306740000,-0.0651575153815585,-0.0651575153815585,726.15,682.22,737.2066,670.58,39023855,726.15,682.22,737.2066,670.58,39023855,"Feb 25, 21",-59.799999999999955,-0.0806
675.5,706.7,659.51,700,TSLA,41089173,HISTORICAL_PRICES,TSLA,,2021-02-26,1614392186000,-0.074365896104252,-0.074365896104252,700,675.5,706.7,659.51,41089173,700,675.5,706.7,659.51,41089173,"Feb 26, 21",-6.720000000000027,-0.0099
718.43,872,685.05,690.11,TSLA,27136239,HISTORICAL_PRICES,TSLA,,2021-03-01,1614651393000,-0.015539142469545244,-0.015539142469545244,690.11,718.43,872,685.05,27136239,690.11,718.43,872,685.05,27136239,"Mar 1, 21",42.92999999999995,0.0636
686.44,721.11,685,718.28,TSLA,23732158,HISTORICAL_PRICES,TSLA,,2021-03-02,1614736829000,-0.05937487153486705,-0.05937487153486705,718.28,686.44,721.11,685,23732158,718.28,686.44,721.11,685,23732158,"Mar 2, 21",-31.989999999999895,-0.0445
653.2,700.7,651.705,687.99,TSLA,30207960,HISTORICAL_PRICES,TSLA,,2021-03-03,1614823361000,-0.10492346903819003,-0.10492346903819003,687.99,653.2,700.7,651.705,30207960,687.99,653.2,700.7,651.705,30207960,"Mar 3, 21",-33.24000000000001,-0.0484
621.44,873.94,600,655.8,TSLA,65919530,HISTORICAL_PRICES,TSLA,,2021-03-04,1614909642000,-0.1484440303109198,-0.1484440303109198,655.8,621.44,873.94,600,65919530,655.8,621.44,873.94,600,65919530,"Mar 4, 21",-31.75999999999999,-0.0486
597.95,627.8419,539.49,626.06,TSLA,89396459,HISTORICAL_PRICES,TSLA,,2021-03-05,1614996988000,-0.18063225399783486,-0.18063225399783486,626.06,597.95,627.8419,539.49,89396459,626.06,597.95,627.8419,539.49,89396459,"Mar 5, 21",-23.49000000000001,-0.0378
563,620.125,558.79,600.55,TSLA,51786958,HISTORICAL_PRICES,TSLA,,2021-03-08,1615256193000,-0.22852405552434327,-0.22852405552434327,600.55,563,620.125,558.79,51786958,600.55,563,620.125,558.79,51786958,"Mar 8, 21",-34.950000000000045,-0.0584
673.58,678.09,595.21,608.18,TSLA,67523328,HISTORICAL_PRICES,TSLA,,2021-03-09,1615340906000,-0.0769968620250215,-0.0769968620250215,608.18,673.58,678.09,595.21,67523328,608.18,673.58,678.09,595.21,67523328,"Mar 9, 21",110.58000000000004,0.1964
668.06,717.85,655.06,700.3,TSLA,60605672,HISTORICAL_PRICES,TSLA,,2021-03-10,1615427304000,-0.0845608890472341,-0.0845608890472341,700.3,668.06,717.85,655.06,60605672,700.3,668.06,717.85,655.06,60605672,"Mar 10, 21",-5.5200000000000955,-0.0082
699.6,702.5,677.18,699.4,TSLA,36253892,HISTORICAL_PRICES,TSLA,,2021-03-11,1615514429000,-0.04134179261959242,-0.04134179261959242,699.4,699.6,702.5,677.18,36253892,699.4,699.6,702.5,677.18,36253892,"Mar 11, 21",31.540000000000077,0.0472
693.73,694.88,666.1394,670,TSLA,33583840,HISTORICAL_PRICES,TSLA,,2021-03-12,1615601786000,-0.04938542280444519,-0.04938542280444519,670,693.73,694.88,666.1394,33583840,670,693.73,694.88,666.1394,33583840,"Mar 12, 21",-5.8700000000000045,-0.0084
707.94,713.18,684.04,694.09,TSLA,29423479,HISTORICAL_PRICES,TSLA,,2021-03-15,1615859310000,-0.02991353440124961,-0.02991353440124961,694.09,707.94,713.18,684.04,29423479,694.09,707.94,713.18,684.04,29423479,"Mar 15, 21",14.210000000000036,0.0205
676.88,707.92,671,703.35,TSLA,32195672,HISTORICAL_PRICES,TSLA,,2021-03-16,1615943788000,-0.07247488934869889,-0.07247488934869889,703.35,676.88,707.92,671,32195672,703.35,676.88,707.92,671,32195672,"Mar 16, 21",-31.06000000000006,-0.0439
701.81,703.73,651.01,656.87,TSLA,40372453,HISTORICAL_PRICES,TSLA,,2021-03-17,1616032990000,-0.03831344122120673,-0.03831344122120673,656.87,701.81,703.73,651.01,40372453,656.87,701.81,703.73,651.01,40372453,"Mar 17, 21",24.92999999999995,0.0368
653.16,689.23,652,684.29,TSLA,33369022,HISTORICAL_PRICES,TSLA,,2021-03-18,1616115704000,-0.10497828082820616,-0.10497828082820616,684.29,653.16,689.23,652,33369022,684.29,653.16,689.23,652,33369022,"Mar 18, 21",-48.64999999999998,-0.0693
654.87,657.23,624.6201,646.6,TSLA,42893978,HISTORICAL_PRICES,TSLA,,2021-03-19,1616202982000,-0.10263507680502074,-0.10263507680502074,646.6,654.87,657.23,624.6201,42893978,646.6,654.87,657.23,624.6201,42893978,"Mar 19, 21",1.7100000000000364,0.0026
670,699.62,668.75,684.59,TSLA,39512221,HISTORICAL_PRICES,TSLA,,2021-03-22,1616460513000,-0.08190251723145646,-0.08190251723145646,684.59,670,699.62,668.75,39512221,684.59,670,699.62,668.75,39512221,"Mar 22, 21",15.129999999999995,0.0231
662.16,677.8,657.51,675.77,TSLA,30491870,HISTORICAL_PRICES,TSLA,,2021-03-23,1616547633000,-0.09264562807459886,-0.09264562807459886,675.77,662.16,677.8,657.51,30491870,675.77,662.16,677.8,657.51,30491870,"Mar 23, 21",-7.840000000000032,-0.0117
630.27,668.02,630.11,667.91,TSLA,33795174,HISTORICAL_PRICES,TSLA,,2021-03-24,1616633305000,-0.13634432766488072,-0.13634432766488072,667.91,630.27,668.02,630.11,33795174,667.91,630.27,668.02,630.11,33795174,"Mar 24, 21",-31.889999999999986,-0.0482
640.39,645.5,609.5,613,TSLA,39224850,HISTORICAL_PRICES,TSLA,,2021-03-25,1616719707000,-0.12247694479082451,-0.12247694479082451,613,640.39,645.5,609.5,39224850,613,640.39,645.5,609.5,39224850,"Mar 25, 21",10.120000000000005,0.0161
618.71,643.82,599.89,641.87,TSLA,33852827,HISTORICAL_PRICES,TSLA,,2021-03-26,1616807787000,-0.15218493497951402,-0.15218493497951402,641.87,618.71,643.82,599.89,33852827,641.87,618.71,643.82,599.89,33852827,"Mar 26, 21",-21.67999999999995,-0.0339
611.29,616.48,596.02,615.64,TSLA,28636985,HISTORICAL_PRICES,TSLA,,2021-03-29,1617066026000,-0.16235252202748815,-0.16235252202748815,615.64,611.29,616.48,596.02,28636985,615.64,611.29,616.48,596.02,28636985,"Mar 29, 21",-7.420000000000073,-0.012
635.62,637.66,591.01,601.75,TSLA,39432359,HISTORICAL_PRICES,TSLA,,2021-03-30,1617153398000,-0.12901325075023634,-0.12901325075023634,601.75,635.62,637.66,591.01,39432359,601.75,635.62,637.66,591.01,39432359,"Mar 30, 21",24.33000000000004,0.0398
667.93,672,641.11,646.62,TSLA,33337288,HISTORICAL_PRICES,TSLA,,2021-03-31,1617238110000,-0.08473902736478621,-0.08473902736478621,646.62,667.93,672,641.11,33337288,646.62,667.93,672,641.11,33337288,"Mar 31, 21",32.309999999999945,0.0508
661.75,692.4203,659.42,688.37,TSLA,35298378,HISTORICAL_PRICES,TSLA,,2021-04-01,1617324505000,-0.09320744892226315,-0.09320744892226315,688.37,661.75,692.4203,659.42,35298378,688.37,661.75,692.4203,659.42,35298378,"Apr 1, 21",-6.17999999999995,-0.0093
691.05,708.16,684.7,707.71,TSLA,41842767,HISTORICAL_PRICES,TSLA,,2021-04-05,1617670112000,-0.05305781273551945,-0.05305781273551945,707.71,691.05,708.16,684.7,41842767,707.71,691.05,708.16,684.7,41842767,"Apr 5, 21",29.299999999999955,0.0443
691.62,696.55,681.37,690.3,TSLA,28271839,HISTORICAL_PRICES,TSLA,,2021-04-06,1617757232000,-0.05227674472779092,-0.05227674472779092,690.3,691.62,696.55,681.37,28271839,690.3,691.62,696.55,681.37,28271839,"Apr 6, 21",0.57000000000005,0.0008
670.97,691.38,667.84,687,TSLA,26309433,HISTORICAL_PRICES,TSLA,,2021-04-07,1617842908000,-0.08057333132356764,-0.08057333132356764,687,670.97,691.38,667.84,26309433,687,670.97,691.38,667.84,26309433,"Apr 7, 21",-20.649999999999977,-0.0299
683.8,689.5499,671.645,677.38,TSLA,23924329,HISTORICAL_PRICES,TSLA,,2021-04-08,1617930097000,-0.06299244967592534,-0.06299244967592534,677.38,683.8,689.5499,671.645,23924329,677.38,683.8,689.5499,671.645,23924329,"Apr 8, 21",12.829999999999927,0.0191
677.02,680.97,669.43,677.77,TSLA,21437087,HISTORICAL_PRICES,TSLA,,2021-04-09,1618017388000,-0.07228304808364279,-0.07228304808364279,677.77,677.02,680.97,669.43,21437087,677.77,677.02,680.97,669.43,21437087,"Apr 9, 21",-6.779999999999973,-0.0099
701.98,704.8,682.09,685.7,TSLA,29135670,HISTORICAL_PRICES,TSLA,,2021-04-12,1618275638000,-0.038080491113638495,-0.038080491113638495,685.7,701.98,704.8,682.09,29135670,685.7,701.98,704.8,682.09,29135670,"Apr 12, 21",24.960000000000036,0.0369
762.32,763,710.66,712.7,TSLA,44652808,HISTORICAL_PRICES,TSLA,,2021-04-13,1618361307000,0.0446030941255465,0.0446030941255465,712.7,762.32,763,710.66,44652808,712.7,762.32,763,710.66,44652808,"Apr 13, 21",60.34000000000003,0.086
732.23,780.79,728.03,770.7,TSLA,49017434,HISTORICAL_PRICES,TSLA,,2021-04-14,1618447706000,0.0033709250859860454,0.0033709250859860454,770.7,732.23,780.79,728.03,49017434,770.7,732.23,780.79,728.03,49017434,"Apr 14, 21",-30.090000000000032,-0.0395
738.85,743.69,721.31,743.1,TSLA,27848900,HISTORICAL_PRICES,TSLA,,2021-04-15,1618534111000,0.012442276333639422,0.012442276333639422,743.1,738.85,743.69,721.31,27848900,743.1,738.85,743.69,721.31,27848900,"Apr 15, 21",6.6200000000000045,0.009
739.78,749.41,724.6,728.65,TSLA,27979526,HISTORICAL_PRICES,TSLA,,2021-04-16,1618622189000,0.013716650451512108,0.013716650451512108,728.65,739.78,749.41,724.6,27979526,728.65,739.78,749.41,724.6,27979526,"Apr 16, 21",0.92999999999995,0.0013
714.63,725.4,691.8001,719.6,TSLA,39686226,HISTORICAL_PRICES,TSLA,,2021-04-19,1618880442000,-0.020746262521068263,-0.020746262521068263,719.6,714.63,725.4,691.8001,39686226,719.6,714.63,725.4,691.8001,39686226,"Apr 19, 21",-25.149999999999977,-0.034
718.99,737.25,710.685,717.42,TSLA,35609038,HISTORICAL_PRICES,TSLA,,2021-04-20,1618966849000,-0.014771777409320707,-0.014771777409320707,717.42,718.99,737.25,710.685,35609038,717.42,718.99,737.25,710.685,35609038,"Apr 20, 21",4.360000000000014,0.0061
744.12,744.84,698,704.77,TSLA,31215514,HISTORICAL_PRICES,TSLA,,2021-04-21,1619052509000,0.019663729668251674,0.019663729668251674,704.77,744.12,744.84,698,31215514,704.77,744.12,744.84,698,31215514,"Apr 21, 21",25.129999999999995,0.035
719.69,753.77,718.04,741.5,TSLA,35590255,HISTORICAL_PRICES,TSLA,,2021-04-22,1619139631000,-0.013812571084040078,-0.013812571084040078,741.5,719.69,753.77,718.04,35590255,741.5,719.69,753.77,718.04,35590255,"Apr 22, 21",-24.42999999999995,-0.0328
729.4,737.36,715.46,719.8,TSLA,28413889,HISTORICAL_PRICES,TSLA,,2021-04-23,1619226989000,-0.0005070090576483064,-0.0005070090576483064,719.8,729.4,737.36,715.46,28413889,719.8,729.4,737.36,715.46,28413889,"Apr 23, 21",9.709999999999923,0.0135
738.2,749.3,732.6053,741,TSLA,31038502,HISTORICAL_PRICES,TSLA,,2021-04-26,1619485232000,0.011551584745878926,0.011551584745878926,741,738.2,749.3,732.6053,31038502,741,738.2,749.3,732.6053,31038502,"Apr 26, 21",8.800000000000068,0.0121
704.74,724,703.3501,717.96,TSLA,29436995,HISTORICAL_PRICES,TSLA,,2021-04-27,1619570909000,-0.03429847760253227,-0.03429847760253227,717.96,704.74,724,703.3501,29436995,717.96,704.74,724,703.3501,29436995,"Apr 27, 21",-33.460000000000036,-0.0453
694.4,708.5,693.6,696.41,TSLA,22271047,HISTORICAL_PRICES,TSLA,,2021-04-28,1619659946000,-0.0484673253216767,-0.0484673253216767,696.41,694.4,708.5,693.6,22271047,696.41,694.4,708.5,693.6,22271047,"Apr 28, 21",-10.340000000000032,-0.0147
677,702.25,668.5002,699.51,TSLA,28845449,HISTORICAL_PRICES,TSLA,,2021-04-29,1619744428000,-0.07231045397865078,-0.07231045397865078,699.51,677,702.25,668.5002,28845449,699.51,677,702.25,668.5002,28845449,"Apr 29, 21",-17.399999999999977,-0.0251
